order_id,payment_sequential,payment_type,payment_installments,payment_value
21715b0b-c201-44c8-9840-85e079bfae2e,1,credit_card,10,141.07
4a7f7002-3efc-42f3-82e3-93e9fca7b49d,1,voucher,1,450.94
3eae745f-7088-45ff-bcee-a20e450b5df3,1,credit_card,9,347.04
3c1de216-1894-4efd-a704-27f24dc2e0cf,1,credit_card,4,813.39
4c52f6f8-8e0c-44e0-94ca-951b127cbbfb,1,credit_card,10,1214.06
042cfabe-e2d7-45e5-9980-7dc79eb8b1f9,1,boleto,1,1033.31
b5622ce5-50e2-4219-9176-5f3e60aa814b,1,voucher,1,821.39
60b8c307-818a-4163-9a51-2dbf480f98c6,1,debit_card,1,709.77
676340b9-270c-45b6-9ddb-edee1b53a081,1,credit_card,9,186.11
7b15508a-1387-4f92-a7ac-ed434828e6c3,1,boleto,1,96.01
d8735d4c-7d05-4716-914a-fc31fb3d1489,1,credit_card,7,926.53
c3db23cf-76e2-4496-8e62-754e2ca0cb4c,1,credit_card,6,455.95
6b9f6866-a2d0-413e-9b5c-57fd9ec117ca,1,boleto,1,246.5
0260c140-db81-46df-bb8b-93796f175871,1,credit_card,7,747.54
9d6392b0-dd44-444a-9101-7f6777c2015a,1,credit_card,11,305.5
5c0d6b4a-d502-4594-a9c8-9b3d52b4cd6f,1,credit_card,2,69.31
1a2bdb91-8d49-4be6-add2-ce869eb910b1,1,boleto,1,786.49
deb80e6c-7183-4b4f-837e-5d379d105caa,1,credit_card,9,569.31
edc32249-4096-42de-b5d3-b123c9f30e3b,1,credit_card,5,175.93
81ad6b37-f6cb-4ccd-9416-508db44c07e4,1,credit_card,1,422.27
5b28d861-9511-42cb-8224-af24f030a8d0,1,credit_card,1,777.36
7f516bf1-9933-4f08-b8c6-f449d6e92cad,1,credit_card,2,461.24
a05a0c1c-3d82-46dc-a1f1-0874ee50c405,1,credit_card,6,892.46
e8d0a4e2-dea9-4d8b-9af4-9824359100c3,1,credit_card,6,449.51
7f059303-a80a-4ca9-bfb8-876190eeb29d,1,credit_card,1,542.04
8bc4673b-3c62-4c77-aa1a-93c5b7006c71,1,credit_card,10,1184.35
b281c6aa-8c29-4158-962a-4aaafe585538,1,boleto,1,142.23
24745e2a-23fe-4636-96ef-36de247e1150,1,boleto,1,976.45
74845af6-bcf9-4a9b-9e30-d74505178a0b,1,credit_card,3,135.14
5b9c976b-b47b-4f5d-a2e6-5ab968205cfc,1,credit_card,2,345.32
ba7eb1b6-8742-4646-8964-fbbf6cb931e9,1,credit_card,7,936.2
d0ac6be9-2122-4e03-b503-c8c6e7df4531,1,credit_card,6,306.19
821c1848-e6a8-46c4-b864-2a899bde1e47,1,credit_card,1,1000.5
e70d7f3a-cc41-4056-b1ce-47ee140a6bb1,1,credit_card,3,144.57
6011c593-421d-482a-84b1-3ee4b554c0b4,1,credit_card,6,526.13
8c5b0d24-a2b4-4d9c-a517-851a57865916,1,credit_card,3,500.24
68777347-a711-4679-9812-090bf64f132f,1,boleto,1,566.8
ef7466f9-5400-402f-9276-c0b03bf70063,1,credit_card,2,602.95
29c91437-97d4-4bfc-9689-dd18849393e5,1,credit_card,10,115.3
a7a31bf6-8ab5-4529-a13f-97d9dc383b8b,1,credit_card,3,565.63
35989df6-9450-4888-a99e-6f275b1f0faa,1,credit_card,6,145.41
8d3a3903-b68a-47fe-914f-4000e2287949,1,credit_card,8,334.25
988b3aa6-312a-47e9-8be9-1d9a4b167f6d,1,credit_card,3,277.74
34800e82-2bd5-4dda-8402-b169aa60c233,1,credit_card,8,523.65
9dafebe1-38b8-404f-8aac-fd1f67444bdc,1,credit_card,5,584.59
3b0551c0-1800-4b35-b174-b0b87e52f507,1,credit_card,5,424.36
ce26e9fc-4932-4a56-9417-5b5dd3aefe52,1,credit_card,7,403.74
862b3bc9-febb-48d8-a9c8-88759e45a890,1,credit_card,1,256.43
f7f36faf-2a4f-4394-a8fb-d26580d8655b,1,credit_card,1,471.36
ac93c42f-f230-46ac-9410-3064472dfe2d,1,credit_card,2,239.9
7c47c421-2a80-44b1-a234-475ebd3aa6ec,1,credit_card,8,812.83
a40a7881-410f-4edb-9a75-a0aca8044dec,1,credit_card,1,560.15
cfae2209-b5db-4f30-9b0c-e21598dd1e46,1,credit_card,2,1027.46
e4406944-6dd9-49eb-86f7-ca7899f1e77e,1,credit_card,2,567.62
21dcc17b-89b2-4695-aa86-9a25c6d1be3c,1,credit_card,10,881.37
f8c60dc2-06e0-4046-b432-a13afc8c73ea,1,boleto,1,979.42
4ce705ec-4125-4dcd-8209-4b5611279234,1,credit_card,1,392.09
6d1d5ef1-63e6-4a79-95c9-fbb6bbc6bd03,1,credit_card,9,212.64
ef753387-5974-447f-becf-21840857348d,1,debit_card,1,214.46
22cb4de9-8afd-4f78-9014-4e93e4af316d,1,boleto,1,563.92
3873c542-cbd0-41b3-a6ca-1378ca626f58,1,credit_card,5,264.57
200f185f-1c89-4897-a208-c0b8f8fad05d,1,credit_card,10,196.63
9382ddcb-cae9-495c-83bb-8050c7676fe3,1,credit_card,10,72.91
bd64eb42-6207-4af1-b538-be164e358172,1,boleto,1,688.57
10943964-d75a-43f5-98c4-8021746e5c6b,1,credit_card,3,324.04
160d70f4-47ef-4236-960c-be8f30bb8ce0,1,credit_card,2,574.64
73510bbf-a40c-414e-8ddc-29b90af280a1,1,credit_card,9,866.71
6c94c0ea-d169-4683-a7a8-c788dbbdaf22,1,credit_card,10,81.75
297e42d5-0fb4-427c-b5ff-37417cfde03f,1,credit_card,11,76.8
713c59be-d3ed-41b3-b230-1e2e45f89d25,1,credit_card,3,678.02
7eabf261-0624-4889-bd1e-9e860a68c599,1,credit_card,6,506.82
b4bed4d4-c110-4ba3-9658-469471dcb10a,1,credit_card,10,163.44
6824a237-01d7-4aed-8895-26544504f440,1,credit_card,1,536.9
76548643-361b-4fd6-bd5b-9ca56201c4d3,1,credit_card,3,446.15
5ae7ae29-0458-4be9-8e5d-1d8038c8cd07,1,boleto,1,721.11
4f413b7f-da4a-472e-97a3-004edaa952a5,1,boleto,1,47.98
cb85b4db-878f-4e7b-930f-aed0349fc307,1,credit_card,11,234.58
bcafce42-e3ce-4e90-a84b-d3ad50926f4e,1,credit_card,5,52.59
1a6c767e-e031-4ebf-ad31-9cdf0b98207c,1,credit_card,5,804.3
6746c2f3-144b-4de8-8943-47fca4a6d738,1,credit_card,4,345.32
44f1b5d3-0150-4fca-8438-4e46c16b2585,1,credit_card,7,392.81
01827bba-af53-4594-9a3d-981fd5311023,1,debit_card,1,490.06
f1f22bf5-7db7-416d-85d6-90c6cf18ee45,1,credit_card,6,639.49
2d9062cb-4255-4fd5-a88e-db976924c347,1,voucher,1,445.09
1cf8ee4f-95b0-4ab0-a886-8d4146f1bf52,1,credit_card,4,464.31
9e7b6e7a-d2b2-418b-8474-2d90cc47c137,1,credit_card,2,271.47
feaa8bd7-b06e-49e9-b434-e27a6047adbf,1,credit_card,7,347.13
48cafe19-233b-4c95-aa9c-a82c7a7e0030,1,credit_card,2,715.0
e84d0b3c-802a-4085-befb-3486345e7fb8,1,credit_card,10,278.67
74fc70d7-59d7-484f-a8ee-7543e189a6e0,1,credit_card,9,294.29
e1301065-d793-4294-9372-930839e91567,1,credit_card,1,568.67
37f96e71-b550-4954-a8e0-ea8d9aa96bfb,1,credit_card,10,677.4
3da75dfb-a788-43c2-804f-8ebbe4d282f4,1,credit_card,9,787.76
4d43c70d-5444-4ff0-b256-c9e54b2e539f,1,credit_card,4,415.09
01247377-f8e0-4566-a321-9de2dee01d8a,1,credit_card,8,510.7
a5e67814-6bbd-4150-b3e7-53a0e971bc04,1,credit_card,9,863.89
4ba5f97f-5600-4134-8a7c-1cd42082485c,1,credit_card,8,438.08
47c60772-9bba-4af7-b5a7-94ae48d7a6b7,1,voucher,1,929.81
3b93dba5-442e-46b5-9223-cc4fb0893ba1,1,credit_card,8,538.03
698014d0-8800-4c9b-8787-4faae587d0fd,1,credit_card,3,404.53
ac209c6b-e128-4bba-93c4-a3caa91c7c75,1,boleto,1,307.91
d6158f9c-cc4c-442f-8c33-8be92bbd7fc8,1,credit_card,10,397.93
48e27ad5-bdf1-4410-b543-e8967b59d84d,1,credit_card,1,945.0
b10c1109-3916-4bc3-93f5-c3d7592ca748,1,credit_card,8,961.27
df3cac59-38d0-47c6-a59a-79c8a77dc04a,1,boleto,1,517.59
eac35b3c-9629-451c-93c1-589c2e9235a0,1,boleto,1,419.73
b9a4f0f6-7a54-4ed6-b8ba-1c4c12abe549,1,credit_card,3,842.75
25f89a1a-6624-451d-aa48-d12989ef56d6,1,credit_card,1,406.44
d1e8c7d4-dc00-4e96-ad10-dacc5a2cf899,1,voucher,1,653.16
2422bf6b-62d1-439e-99af-e61c2736e322,1,boleto,1,465.18
c77b0904-8672-474f-8357-70bce34a5c7e,1,credit_card,2,824.19
97134745-fd21-4fb7-a49e-6625c8d4e012,1,credit_card,8,960.01
8eb0984a-7ae6-412a-9b7e-a0d8f15453e0,1,credit_card,4,626.94
e540aeea-e3d4-4cbc-8d69-15cfc9537984,1,credit_card,10,436.01
5fc77978-0c03-45b0-9ac0-9dc1a75fa66e,1,credit_card,4,479.14
ef3946a3-58d9-4531-b4b6-4a853f262c0a,1,credit_card,10,372.65
2702ba6f-0393-4200-92dc-17db0c47e5e5,1,boleto,1,1024.67
eed64f53-d53d-4da4-b4a6-25f2c67bd14c,1,credit_card,5,195.21
4369fdc7-9912-4775-9ccb-f564d8721303,1,credit_card,9,216.36
384f7c61-a765-4bd2-9193-c684d5fa98b4,1,credit_card,11,480.04
5bde639a-1b32-4ad4-a944-a38aa56fd547,1,voucher,1,308.97
683a513b-9b0e-40d5-b56a-752dae50ed01,1,voucher,1,280.96
4558c5a7-42cc-45e4-9aaa-c19bdf20186a,1,credit_card,6,826.02
b2d7d86a-766e-4cd4-9b6f-ddff0dd9b1ec,1,credit_card,7,122.37
79370ed6-bc07-4dcc-a614-c6553b6d280f,1,credit_card,3,1004.7
2747a175-91e8-4c8d-b17b-865ffb97859c,1,credit_card,8,595.27
0bb17ff8-4e78-4e64-b141-35f640b00e79,1,boleto,1,1332.31
1146268b-2d6a-49af-8868-42fd6e180243,1,credit_card,8,300.5
c5cdc01b-a1a1-4f89-b557-d529973def54,1,credit_card,11,1110.3
58f185f4-20c7-4be7-a035-5a053f19d96b,1,credit_card,2,105.39
eb375a47-4946-44f7-81a1-863c499a778d,1,voucher,1,892.93
b5c0e4b4-fa41-4c92-89b8-9ad455777a1b,1,credit_card,2,824.48
f4c0d5a3-4712-4072-8f8d-8d4828c4c4f9,1,boleto,1,933.3
270e02bf-7fe7-4322-a411-35d690dd8c61,1,credit_card,10,831.93
245b7338-32a7-440e-a71d-c390a9abdc46,1,boleto,1,386.03
7f86c852-8ae4-407f-98ad-a94eebd90bb6,1,boleto,1,631.06
09a613a7-46f3-4c76-9d21-34d9a2d77976,1,credit_card,9,279.03
540333fb-d729-4f30-8225-8ea6045d14ff,1,credit_card,6,713.31
f692043d-5332-433e-8132-1aa0db4adec8,1,credit_card,8,452.87
918a1d2f-ecad-46e9-96ad-007c619f9c4e,1,credit_card,4,358.02
a5e550ba-c606-427c-99b4-5ecea7215c09,1,credit_card,1,859.83
b552bfe0-9389-4f0a-9988-ead913d76c2d,1,credit_card,3,451.73
f4b21a8e-48fe-49f2-8151-a2d3ebc8f0c5,1,boleto,1,1110.81
a5cc7962-3215-4192-9ee7-2eb368c4af66,1,credit_card,8,420.89
da60d45a-81ee-406d-b9f9-524a815153ad,1,credit_card,10,364.6
afa7f4bc-3d49-4546-b908-236c360ae957,1,credit_card,5,659.5
91e8a454-ed6b-4041-a847-3e038c01f9e9,1,credit_card,10,1489.63
f6ff5801-27a9-4e61-bd66-4426bd3710b1,1,credit_card,8,403.53
e74018e4-518c-415d-8463-8b5862c8abb9,1,boleto,1,581.84
a2fa6a39-9b60-4702-b200-a92f48c7061d,1,credit_card,2,748.34
742d74eb-a606-4c7d-956e-484548e78f39,1,credit_card,9,161.66
7b77d4c7-a822-4f27-bc11-4db858b08ada,1,credit_card,1,205.72
